Title,Company,Experience,Salary,Location,Skills,Link,Skills_List,Experience_Years
officer  production,funskool india,5-13 yrs,Not Disclosed,panaji,product support production,https://www.naukri.com/job-listings-officer-production-funskool-india-panaji-5-to-13-years-190225502144,['product support production'],5
production engineer,flextron rubber pvt ltd,3-7 yrs,2.5-4 lacs pa,gandhinagar dehgam ahmedabadsonarda 2,production supervising daily production planning manpower handling planning production manpower supervision production planning,https://www.naukri.com/job-listings-production-engineer-flextron-rubber-pvt-ltd-gandhinagar-dehgam-ahmedabad-3-to-7-years-190325023300,['production supervising daily production planning manpower handling planning production manpower supervision production planning'],3
chemical engineer,aqua chemicals,2-6 yrs,Not Disclosed,solapur,process development production engineering mass transfer research unit operations process engineering manpower handling,https://www.naukri.com/job-listings-chemical-engineer-aqua-chemicals-solapur-2-to-6-years-190225500636,['process development production engineering mass transfer research unit operations process engineering manpower handling'],2
production engineerengineer cnc,reach management solutions,8-12 yrs,6-7 lacs pa,hosur,root cause analysis cnc programming prodn machine maint knowledge of cnc machinery efficient machine operation identity unsafe opern practices trouble shooting cost reduction,https://www.naukri.com/job-listings-production-engineer-engineer-cnc-reach-management-solutions-hosur-8-to-12-years-190325009985,['root cause analysis cnc programming prodn machine maint knowledge of cnc machinery efficient machine operation identity unsafe opern practices trouble shooting cost reduction'],8
production manager  production engineer,modular building systems,4-9 yrs,2.5-4.25 lacs pa,lucknow,lean production operations production management production planning manpower handling shift planning production supervising shop floor management,https://www.naukri.com/job-listings-production-manager-production-engineer-imitr-hr-consulting-services-lucknow-4-to-9-years-190325007502,['lean production operations production management production planning manpower handling shift planning production supervising shop floor management'],4
executive ppc production planning  control,esme consumer,1-4 yrs,Not Disclosed,haridwar,supply chain waste management process optimization analytical process improvement cost reduction fmcg troubleshooting,https://www.naukri.com/job-listings-executive-ppc-production-planning-control-esme-consumer-haridwar-1-to-4-years-190325511055,['supply chain waste management process optimization analytical process improvement cost reduction fmcg troubleshooting'],1
production engineer,all in one consultancy,2-5 yrs,2.25-4.5 lacs pa,nagpurbutibori 2,autocad material planning report generation manpower handling generation materials manpower production,https://www.naukri.com/job-listings-production-engineer-all-in-one-consultancy-nagpur-2-to-5-years-190325026495,['autocad material planning report generation manpower handling generation materials manpower production'],2
production engineer,skynet placements  outsourcing services,3-5 yrs,Not Disclosed,vadodara,heavy fabrication heavy engineering pressure vessels vessels press production engineering heavy production,https://www.naukri.com/job-listings-production-engineer-skynet-placements-outsourcing-services-vadodara-3-to-5-years-190325012608,['heavy fabrication heavy engineering pressure vessels vessels press production engineering heavy production'],3
software engineer  cloud data protection,hycu,3-6 yrs,Not Disclosed,bengaluru,career development hp data protector gcp saas service industry disaster recovery visual studio open source,https://www.naukri.com/job-listings-software-engineer-cloud-data-protection-hycu-inc-bengaluru-3-to-6-years-190324501141,['career development hp data protector gcp saas service industry disaster recovery visual studio open source'],3
extrusion production head kanpur,client of talent leads,12-18 yrs,15-18 lacs pa,kanpur,plastic extrusion production management extrusion process extrusion upvc extrusion production aluminium plastic,https://www.naukri.com/job-listings-extrusion-production-head-kanpur-talent-leads-hr-kanpur-12-to-18-years-190325016275,['plastic extrusion production management extrusion process extrusion upvc extrusion production aluminium plastic'],12
associate manager production,dsmfirmenich,10-15 yrs,Not Disclosed,daman  diu,automation sap staffing chemical engineering customer support food safety technical staff manager quality control,https://www.naukri.com/job-listings-associate-manager-production-dsm-firmenich-daman-diu-10-to-15-years-190325512134,['automation sap staffing chemical engineering customer support food safety technical staff manager quality control'],10
associate manager production,dsm shared services india,10-15 yrs,Not Disclosed,daman  diu,automation sap staffing chemical engineering customer support food safety technical staff manager quality control,https://www.naukri.com/job-listings-associate-manager-production-dsm-shared-services-india-p-ltd-daman-diu-10-to-15-years-190325512137,['automation sap staffing chemical engineering customer support food safety technical staff manager quality control'],10
quality weld shop engineer,enco engineers combine,3-8 yrs,Not Disclosed,manasa,iso 14001 sheet metal weld shop ppap customer support pfmea continuous improvement nec,https://www.naukri.com/job-listings-quality-weld-shop-engineer-enco-engineers-combine-manasa-3-to-8-years-190325511766,['iso 14001 sheet metal weld shop ppap customer support pfmea continuous improvement nec'],3
junior engineer,aryan developers and promoters,5-10 yrs,Not Disclosed,ahmedabad,quality control mechanical engineering production maintenance engineering engineering autocad kaizen manpower handling,https://www.naukri.com/job-listings-junior-engineer-aryan-developers-and-promoters-pvt-ltd-ahmedabad-5-to-10-years-170225504842,['quality control mechanical engineering production maintenance engineering engineering autocad kaizen manpower handling'],5
engineer  industrial engineering,gold seal saargummi india pvt ltd,7-10 yrs,3-7 lacs pa,sriperumbudur chennaichennai central rs,industrial engineering time study process engineering production engineering manufacturing engineering capacity calculation lean manufacturing process layout,https://www.naukri.com/job-listings-engineer-industrial-engineering-gold-seal-saargummi-india-pvt-ltd-sriperumbudur-chennai-7-to-10-years-170225016716,['industrial engineering time study process engineering production engineering manufacturing engineering capacity calculation lean manufacturing process layout'],7
production engineering and manufacturing engineering,motherson automotive technologies and engineering mate,6-10 yrs,"60,000-90,000 pa",manesar,production engineering manufacturing engineering manufacturing production engineering,https://www.naukri.com/job-listings-production-engineering-and-manufacturing-engineering-motherson-automotive-technologies-and-engineering-mate-manesar-6-to-10-years-160325001968,['production engineering manufacturing engineering manufacturing production engineering'],6
officer production,for a corporate in the food industry,2-5 yrs,Not Disclosed,kochi,production management communication skills man management production management,https://www.naukri.com/job-listings-officer-production-fortune-millennium-management-consultants-kochi-2-to-5-years-180225008424,['production management communication skills man management production management'],2
quality engineer,safe at technologies pvt ltd,1-2 yrs,Not Disclosed,thane,quality control quality audit production engineering quality analysis qc quality engineering quality check,https://www.naukri.com/job-listings-quality-engineer-safe-at-technologies-pvt-ltd-thane-1-to-2-years-170225504769,['quality control quality audit production engineering quality analysis qc quality engineering quality check'],1
engineer,vyonics healthcare,1-4 yrs,Not Disclosed,ghaziabad,new projects project management mechanical engineering production engineering autocad new product development budgeting,https://www.naukri.com/job-listings-engineer-vyonics-healthcare-ghaziabad-1-to-4-years-180225500909,['new projects project management mechanical engineering production engineering autocad new product development budgeting'],1
engineer ii,intraedge technology,12-15 yrs,Not Disclosed,gurugram,new projects project management apqp iso production engineering marine engineering autocad,https://www.naukri.com/job-listings-engineer-ii-intraedge-technologies-pvt-ltd-gurugram-12-to-15-years-181224505044,['new projects project management apqp iso production engineering marine engineering autocad'],12
engineering  maintenance professional,shreegen pharma,3-6 yrs,Not Disclosed,hyderabad,mechanical engineering production preventive maintenance equipment engineering autocad kaizen breakdown maintenance,https://www.naukri.com/job-listings-engineering-maintenance-professional-shreegen-pharma-ltd-hyderabad-3-to-6-years-190225500503,['mechanical engineering production preventive maintenance equipment engineering autocad kaizen breakdown maintenance'],3
production supervisor  printing industry  bhiwandi,winways digitech,2-5 yrs,4-6.5 lacs pa,bhiwandi,printing production digital printing printing and packaging printer support offset printing production supervising labels,https://www.naukri.com/job-listings-production-supervisor-printing-industry-bhiwandi-talentaid-placements-bhiwandi-2-to-5-years-170325011881,['printing production digital printing printing and packaging printer support offset printing production supervising labels'],2
production engineer,soma jana,1-6 yrs,1.5-3.5 lacs pa,bardhaman howrah hugli,production planning control drawing reading vernier caliper machine shop manpower handling measurement ppc shop floor control,https://www.naukri.com/job-listings-production-engineer-shreejeevika-consulting-bardhaman-howrah-hugli-1-to-6-years-170325000361,['production planning control drawing reading vernier caliper machine shop manpower handling measurement ppc shop floor control'],1
production shift incharge,inno machining solutions,5-10 yrs,Not Disclosed,hosur,cnc vmc cnc programming vmc  cnc setter cum programmer vmc programming production programming program,https://www.naukri.com/job-listings-production-shift-incharge-inno-machining-solutions-hosur-5-to-10-years-170325003352,['cnc vmc cnc programming vmc  cnc setter cum programmer vmc programming production programming program'],5
principal engineer grade a position,pioneer e solutions,8-9 yrs,Not Disclosed,new delhi,project management mechanical engineering production engineering autocad catia kaizen assurance,https://www.naukri.com/job-listings-principal-engineer-grade-a-position-pioneer-e-solutions-pvt-ltd-new-delhi-8-to-9-years-170225504227,['project management mechanical engineering production engineering autocad catia kaizen assurance'],8
printing engineer  bhiwandi,talentaid placements,2-5 yrs,4-6.5 lacs pa,bhiwandi,printing production digital printing printing and packaging printer support offset printing production supervising labels,https://www.naukri.com/job-listings-printing-engineer-bhiwandi-talentaid-placements-bhiwandi-2-to-5-years-170325011915,['printing production digital printing printing and packaging printer support offset printing production supervising labels'],2
engineer  smt,indic ems electronics,4-8 yrs,Not Disclosed,bengaluru,training production management quality standards quality improvement quality supervisor production monitoring management,https://www.naukri.com/job-listings-engineer-smt-indic-ems-electronics-bengaluru-4-to-8-years-170924500311,['training production management quality standards quality improvement quality supervisor production monitoring management'],4
engineering manager  platform and infrastructure,abnormal security,8-13 yrs,Not Disclosed,bengaluru,backend cyber security production engineering cloud project delivery distribution system operations project execution,https://www.naukri.com/job-listings-engineering-manager-platform-and-infrastructure-abnormal-security-bengaluru-8-to-13-years-180325507527,['backend cyber security production engineering cloud project delivery distribution system operations project execution'],8
dotnet fullstack engineer,acqueon,4-8 yrs,Not Disclosed,bengaluru,outbound automation front end web technologies javascript manager technology healthcare html,https://www.naukri.com/job-listings-dotnet-fullstack-engineer-acqueon-bengaluru-4-to-8-years-170924505380,['outbound automation front end web technologies javascript manager technology healthcare html'],4
senior engineer plant engineering and fecility,mahindra cie,5-10 yrs,Not Disclosed,bengaluru,tpm ehs kaizen sap iso manufacturing engineering cad machine shop,https://www.naukri.com/job-listings-senior-engineer-plant-engineering-and-fecility-mahindra-cie-automotive-limited-bengaluru-5-to-10-years-160524501260,['tpm ehs kaizen sap iso manufacturing engineering cad machine shop'],5
mainframe production support,diverse lynx,2-6 yrs,Not Disclosed,bengaluru,jcl production support cobol mainframe production support mainframes production,https://www.naukri.com/job-listings-mainframe-production-support-diverse-lynx-bengaluru-2-to-6-years-160523502108,['jcl production support cobol mainframe production support mainframes production'],2
metallurgical senior engineer,sansera engineering,4-10 yrs,Not Disclosed,bengaluru,heat treatment steel making astm soc ppap iso 17025 management engineering drawing,https://www.naukri.com/job-listings-metallurgical-senior-engineer-sansera-group-bengaluru-4-to-10-years-161224500523,['heat treatment steel making astm soc ppap iso 17025 management engineering drawing'],4
assistant manager,roop automotives limited,4-7 yrs,Not Disclosed,sriperumbudur,production planning machine shop process optimization cnc jig fixture vmc tool management tools,https://www.naukri.com/job-listings-assistant-manager-roop-automotives-limited-sriperumbudur-4-to-7-years-170225007649,['production planning machine shop process optimization cnc jig fixture vmc tool management tools'],4
junior engineer,jaydeep group,2-7 yrs,Not Disclosed,thane,quality control mechanical engineering production maintenance engineering engineering autocad kaizen manpower handling,https://www.naukri.com/job-listings-junior-engineer-jaydeep-group-thane-2-to-7-years-130325505726,['quality control mechanical engineering production maintenance engineering engineering autocad kaizen manpower handling'],2
operation head  machine shop  production  satara  kolhapur,posimind,10-20 yrs,Not Disclosed,kolhapurshiroli sataramidc,plant management production cnc machine shop operations management plant management machine,https://www.naukri.com/job-listings-operation-head-machine-shop-production-satara-kolhapur-posimind-kolhapur-satara-10-to-20-years-130325019757,['plant management production cnc machine shop operations management plant management machine'],10
engineer,safiya travels,1-4 yrs,Not Disclosed,kozhikode,new projects project management mechanical engineering production engineering autocad new product development budgeting,https://www.naukri.com/job-listings-engineer-safiya-travels-kozhikode-1-to-4-years-130225500265,['new projects project management mechanical engineering production engineering autocad new product development budgeting'],1
jr engineers,modi builders,1-5 yrs,Not Disclosed,hyderabad,data validation mechanical engineering production preventive maintenance engineering autocad manpower handling manufacturing,https://www.naukri.com/job-listings-jr-engineers-modi-builders-infrastructures-pvt-ltd-hyderabad-1-to-5-years-130324501930,['data validation mechanical engineering production preventive maintenance engineering autocad manpower handling manufacturing'],1
production supervisor,techno gear works,2-5 yrs,Not Disclosed,hybrid  valsad,cnc programming hmc programming autocad production engineering cnc turning milling machine vtl cnc machines,https://www.naukri.com/job-listings-production-supervisor-techno-gear-works-pvt-ltd-valsad-2-to-5-years-130325015516,['cnc programming hmc programming autocad production engineering cnc turning milling machine vtl cnc machines'],2
production executive,leading forging auto components industry,1-2 yrs,Not Disclosed,oragadam,machine operating cnc programming setter activities vmc programming executive production programming machine program,https://www.naukri.com/job-listings-production-executive-lead-hr-services-oragadam-1-to-2-years-140325006069,['machine operating cnc programming setter activities vmc programming executive production programming machine program'],1
bachelors mechanical engineer,cremach,2-7 yrs,Not Disclosed,vadodara,fabrication quality standards sales manufacturing process project documentation project management workflow project planning,https://www.naukri.com/job-listings-bachelors-mechanical-engineer-cremach-private-limited-vadodara-2-to-7-years-130225506501,['fabrication quality standards sales manufacturing process project documentation project management workflow project planning'],2
production executive,api pharma,3-6 yrs,5-7 lacs pa,mysuru,production executive production,https://www.naukri.com/job-listings-production-executive-talent-vikas-mysuru-3-to-6-years-130325007159,['production executive production'],3
software engineering ii,anthology inc,3-5 yrs,Not Disclosed,chennai bengaluru,elearning jquery analytical integration testing javascript agile enterprise application integration stored procedures,https://www.naukri.com/job-listings-software-engineering-ii-anthology-inc-chennai-bengaluru-3-to-5-years-130924503157,['elearning jquery analytical integration testing javascript agile enterprise application integration stored procedures'],3
production supervisor  rubber product manufacturing plant,continental conveyors pvt limited,3-5 yrs,3.75-5 lacs pa,delhi  ncr,responsible for overseeing the daytoday operations in the production department efficiently and safely ensuring the production process runs smoothly overseeing manufacturing production production process,https://www.naukri.com/job-listings-production-supervisor-rubber-product-manufacturing-plant-continental-conveyors-pvt-limited-delhi-ncr-3-to-5-years-150325006055,['responsible for overseeing the daytoday operations in the production department efficiently and safely ensuring the production process runs smoothly overseeing manufacturing production production process'],3
engineer,phinia,2-5 yrs,Not Disclosed,gurugram,tpm data analysis manager internal audit lean manufacturing iso 14001 external audit shop floor production engineering,https://www.naukri.com/job-listings-engineer-phinia-gurugram-2-to-5-years-130325501760,['tpm data analysis manager internal audit lean manufacturing iso 14001 external audit shop floor production engineering'],2
printing production supervisor  bhiwandi,winways,2-5 yrs,4-6.5 lacs pa,bhiwandi,printing digital printing printing and packaging printer support offset printing labels label manufacturing print production,https://www.naukri.com/job-listings-printing-production-supervisor-bhiwandi-talentaid-placements-bhiwandi-2-to-5-years-140325004645,['printing digital printing printing and packaging printer support offset printing labels label manufacturing print production'],2
senior supply chain engineer  by esp,micron software,3-6 yrs,Not Disclosed,hyderabad,supply chain computer science data analysis operations research operational excellence demand planning supply planning scm,https://www.naukri.com/job-listings-senior-supply-chain-engineer-by-esp-micron-software-hyderabad-3-to-6-years-150125502440,['supply chain computer science data analysis operations research operational excellence demand planning supply planning scm'],3
silvergrey engineer,jaykay enterprises limited,2-3 yrs,Not Disclosed,bengaluru,quality standards finished products cnc programming inspection vmc operator machine tools vmc monitoring,https://www.naukri.com/job-listings-silvergrey-engineer-jaykay-enterprises-limited-bengaluru-2-to-3-years-140125502197,['quality standards finished products cnc programming inspection vmc operator machine tools vmc monitoring'],2
production supervisor weld shop,pinnacle info services,2-5 yrs,4-5 lacs pa,nashik,robotics production supervisor weld shop welding robot supervision production weld shop,https://www.naukri.com/job-listings-production-supervisor-weld-shop-pinnacle-info-services-nashik-2-to-5-years-151124007873,['robotics production supervisor weld shop welding robot supervision production weld shop'],2
production engineer,client of uni business solutions,4-8 yrs,Not Disclosed,noida,brass conductor industry copper wires cables production wiring wire,https://www.naukri.com/job-listings-production-engineer-uni-business-solutions-noida-4-to-8-years-130325010837,['brass conductor industry copper wires cables production wiring wire'],4
product configuration engineer,dme india,5-8 yrs,Not Disclosed,ahmedabad,plm injection moulding data analysis production engineering process control configuration management product portfolio cad,https://www.naukri.com/job-listings-product-configuration-engineer-dme-india-ahmedabad-5-to-8-years-140225502210,['plm injection moulding data analysis production engineering process control configuration management product portfolio cad'],5
pesticide production chemist,unicrop biochem,1-5 yrs,Not Disclosed,vadodara,production management daily production planning manpower handling shift planning production production planning control customer service manufacturing,https://www.naukri.com/job-listings-pesticide-production-chemist-unicrop-biochem-vadodara-1-to-5-years-150125501579,['production management daily production planning manpower handling shift planning production production planning control customer service manufacturing'],1
product configuration engineer,mold masters,5-7 yrs,Not Disclosed,ahmedabad,plm injection moulding data analysis production engineering process control configuration management product portfolio cad,https://www.naukri.com/job-listings-product-configuration-engineer-mold-masters-limited-ahmedabad-5-to-7-years-140225501448,['plm injection moulding data analysis production engineering process control configuration management product portfolio cad'],5
product configuration engineer,hillenbrand,5-7 yrs,Not Disclosed,ahmedabad,plm injection moulding data analysis production engineering process control configuration management product portfolio cad,https://www.naukri.com/job-listings-product-configuration-engineer-hillenbrand-ahmedabad-5-to-7-years-140225501454,['plm injection moulding data analysis production engineering process control configuration management product portfolio cad'],5
production supervisor silvassa daman,klj group,3-8 yrs,Not Disclosed,dadra  nagar havelisilvassa,maintain 5s production supervising shop floor control production management production planning minimize waste production planning,https://www.naukri.com/job-listings-production-supervisor-silvassa-daman-klj-group-dadra-nagar-haveli-3-to-8-years-121224012443,['maintain 5s production supervising shop floor control production management production planning minimize waste production planning'],3
software engineer  3pm12 am ist remote shift,measure practice management,6-11 yrs,15-30 lacs pa,remote,c net core frontend development mvc sql server css full stack aspnet,https://www.naukri.com/job-listings-software-engineer-3pm-12-am-ist-remote-shift-measure-practice-management-delhi-ncr-6-to-11-years-110225026234,['c net core frontend development mvc sql server css full stack aspnet'],6
cmm jr engineer,sansera engineering,3-7 yrs,Not Disclosed,bengaluru,analytical skills quality standards software packages iso 9001 management systems calypso manager quality control continuous improvement,https://www.naukri.com/job-listings-cmm-jr-engineer-sansera-group-bengaluru-3-to-7-years-111024501171,['analytical skills quality standards software packages iso 9001 management systems calypso manager quality control continuous improvement'],3
production engineer,presswell tools,1-3 yrs,2-3 lacs pa,kadi,line balancing shift planning kaizen spm whywhy analysis safety poka yoke 5s,https://www.naukri.com/job-listings-production-engineer-presswell-tools-kadi-1-to-3-years-120325020865,['line balancing shift planning kaizen spm whywhy analysis safety poka yoke 5s'],1
engineer,lilleria group,2-7 yrs,Not Disclosed,vadodara,new projects project management mechanical engineering production engineering autocad new product development budgeting,https://www.naukri.com/job-listings-engineer-lilleria-group-vadodara-2-to-7-years-130225500062,['new projects project management mechanical engineering production engineering autocad new product development budgeting'],2
production assistant,nxtwave disruptive technologies,1-3 yrs,Not Disclosed,hyderabad,production equipment management logistics support vendor coordination shoot coordination location management logistics vendor,https://www.naukri.com/job-listings-production-assistant-nxtwave-disruptive-technologies-private-limited-hyderabad-1-to-3-years-110325906432,['production equipment management logistics support vendor coordination shoot coordination location management logistics vendor'],1
production engineer,immense industry,1-3 yrs,5.5 lacs pa,vadodarapor,cnc programming tool room management vmc programming cad cam shift planning drawing reading production planning drawing,https://www.naukri.com/job-listings-production-engineer-immense-industry-vadodara-1-to-3-years-120325013180,['cnc programming tool room management vmc programming cad cam shift planning drawing reading production planning drawing'],1
production operator,eewa farms,2-5 yrs,Not Disclosed,noida,production operative production operating production operations,https://www.naukri.com/job-listings-production-operator-eewa-farms-noida-2-to-5-years-111124503434,['production operative production operating production operations'],2
productionqualitypurchase engineermin 25 diplomadegree mechanical,httpwwwvhrservicesorg,2-7 yrs,1.25-3 lacs pa,bhopal pithampur mandideep,production engineering quality engineering purchase planning purchase vendor development quality control npd new product development production supervising,https://www.naukri.com/job-listings-production-quality-purchase-engineermin-2-5-diploma-degree-mechanical-vishwakarma-consultancy-bhopal-pithampur-mandideep-2-to-7-years-111024013909,['production engineering quality engineering purchase planning purchase vendor development quality control npd new product development production supervising'],2
software engineer,elpis systems,1-3 yrs,Not Disclosed,bengaluru,dot net framework user support web api life cycle asp  net sql  net developer framework,https://www.naukri.com/job-listings-software-engineer-elpis-systems-bengaluru-1-to-3-years-121021500591,['dot net framework user support web api life cycle asp  net sql  net developer framework'],1
maintenance engineer  electrician,nicera industries,1-3 yrs,3-6 lacs pa,salem namakkal erode,production manufacturing electrical maintenance executive production production management production engineering production planning production supervising factory operations,https://www.naukri.com/job-listings-maintenance-engineer-electrician-nicera-industries-private-limited-salem-namakkal-erode-1-to-3-years-100723003927,['production manufacturing electrical maintenance executive production production management production engineering production planning production supervising factory operations'],1
engineersr engineer quality assurance,harsha engineers,4-5 yrs,Not Disclosed,ahmedabad,npd shop floor 8d report management customer complaints ppm quality assurance engineering quality engineering,https://www.naukri.com/job-listings-engineer-sr-engineer-quality-assurance-harsha-engineers-ltd-ahmedabad-4-to-5-years-121224501936,['npd shop floor 8d report management customer complaints ppm quality assurance engineering quality engineering'],4
quality assurance engineer,isler india,2-6 yrs,Not Disclosed,bengaluru,manager quality assurance quality assurance engineering quality assurance assurance quality management quality management,https://www.naukri.com/job-listings-quality-assurance-engineer-isler-india-bengaluru-2-to-6-years-130125502213,['manager quality assurance quality assurance engineering quality assurance assurance quality management quality management'],2
engineer  production,aakaar iron creations,3-5 yrs,Not Disclosed,bhiwadi,production manufacturing processes mechanical parts mig welding manufacturing systems tig welding argon welding power press,https://www.naukri.com/job-listings-engineer-production-aakaar-iron-creations-bhiwadi-3-to-5-years-120325914987,['production manufacturing processes mechanical parts mig welding manufacturing systems tig welding argon welding power press'],3
foundry  managerassistant manager,jayem automotives,15-20 yrs,Not Disclosed,coimbatore,casting methods engineering pattern making foundry design patterns methods management engineering,https://www.naukri.com/job-listings-foundry-manager-assistant-manager-jayem-automotives-coimbatore-15-to-20-years-120324005420,['casting methods engineering pattern making foundry design patterns methods management engineering'],15
sap production planning specialist us shift work from office,onx homes,3-6 yrs,Not Disclosed,bengaluru,business process production planning consulting demand management debugging sap production planning scheduling raw material,https://www.naukri.com/job-listings-sap-production-planning-specialist-us-shift-work-from-office-onx-homes-bengaluru-3-to-6-years-110225506753,['business process production planning consulting demand management debugging sap production planning scheduling raw material'],3
qc engineer,appidi technologies,3-7 yrs,Not Disclosed,hyderabad,supply chain data analysis management systems analytical production engineering standard operating procedures manager quality control gmp,https://www.naukri.com/job-listings-qc-engineer-appidi-technologies-pvt-ltd-hyderabad-3-to-7-years-100723501163,['supply chain data analysis management systems analytical production engineering standard operating procedures manager quality control gmp'],3
engineersr engineer  npd  machine shop,gujarat metal cast industries,5-6 yrs,Not Disclosed,vadodarajarod,cnc programming drawing reading vendor development machining cycle time reduction vmc machine cnc draw,https://www.naukri.com/job-listings-engineer-sr-engineer-npd-machine-shop-gujarat-metal-cast-industries-pvt-ltd-vadodara-5-to-6-years-110325005646,['cnc programming drawing reading vendor development machining cycle time reduction vmc machine cnc draw'],5
job opportunity  senior software engineer  gallagher  kochi,gallagher service center gsc,5-8 yrs,Not Disclosed,hybrid  kochi,azure net core angular software net microsoft azure senior core,https://www.naukri.com/job-listings-opportunity-senior-software-engineer-gallagher-kochi-gallagher-service-center-gsc-kochi-5-to-8-years-120325020666,['azure net core angular software net microsoft azure senior core'],5
automation test engineer,ahex technologies,3-8 yrs,Not Disclosed,hyderabad,automation github linq tdd adonet entity framework mvc unit testing,https://www.naukri.com/job-listings-automation-test-engineer-ahex-technologies-hyderabad-3-to-8-years-110823500503,['automation github linq tdd adonet entity framework mvc unit testing'],3
erp developer,us based steel pipes manufacturing,4-9 yrs,Not Disclosed,remote,erp erp developer erp support syteline erp functional development erp consulting functional,https://www.naukri.com/job-listings-erp-developer-ideal-placement-and-consultants-any-4-to-9-years-100325013809,['erp erp developer erp support syteline erp functional development erp consulting functional'],4
prompt engineer,awone,1-4 yrs,Not Disclosed,hyderabad,new projects project management mechanical engineering production engineering autocad new product development budgeting,https://www.naukri.com/job-listings-prompt-engineer-awone-hyderabad-1-to-4-years-081024500046,['new projects project management mechanical engineering production engineering autocad new product development budgeting'],1
production supervisor,panipuri soft,1-5 yrs,1-4 lacs pa,jodhpur,production engineering production supervising quality improvement machine shop daily production planning shift planning industrial engineering coordination,https://www.naukri.com/job-listings-production-supervisor-panipuri-soft-jodhpur-1-to-5-years-100225012668,['production engineering production supervising quality improvement machine shop daily production planning shift planning industrial engineering coordination'],1
shift in charge production sms induction furnace,reputed integrated steel plant,5-8 yrs,4-6.5 lacs pa,raipur,shift incharge production induction furnace sms furnace sm production sms induction,https://www.naukri.com/job-listings-shift-in-charge-production-sms-induction-furnace-shree-consultant-raipur-5-to-8-years-090623005115,['shift incharge production induction furnace sms furnace sm production sms induction'],5
software engineer python,acv auto auctions,4-9 yrs,Not Disclosed,hybrid  chennai,python python framework django python microservices python development flask software engineering software,https://www.naukri.com/job-listings-software-engineer-python-acv-auto-auctions-chennai-4-to-9-years-100325021977,['python python framework django python microservices python development flask software engineering software'],4
assistant manager  production  qc,atmos power,5-6 yrs,4.75-6 lacs pa,ahmedabad,production quality control management manufacturing management quality audit quality inspection production management quality check production engineering,https://www.naukri.com/job-listings-assistant-manager-production-qc-atmos-power-pvt-ltd-ahmedabad-5-to-6-years-100325001588,['production quality control management manufacturing management quality audit quality inspection production management quality check production engineering'],5
production  quality engineer,manufacturing company,3-5 yrs,2.5-3 lacs pa,nagpur,production planning control production management production planning production control manpower handling shift planning production engineering daily production planning,https://www.naukri.com/job-listings-production-quality-engineer-the-square-nagpur-3-to-5-years-100124009601,['production planning control production management production planning production control manpower handling shift planning production engineering daily production planning'],3
production engineer,callnet placement services,2-5 yrs,2.5-3.5 lacs pa,vasai,production planning control shop floor control production engineering production supervising manpower handling shift planning machine scheduling daily production planning,https://www.naukri.com/job-listings-production-engineer-callnet-placement-services-vasai-2-to-5-years-100325021448,['production planning control shop floor control production engineering production supervising manpower handling shift planning machine scheduling daily production planning'],2
assistant production manager,ashish brass components,5-10 yrs,3.5-4 lacs pa,jamnagar,mechanical engineering auto ancillary team management skills preventive maintenance production engineering interpersonal skills production handling mechanical,https://www.naukri.com/job-listings-assistant-production-manager-ashish-brass-components-jamnagar-5-to-10-years-100325001808,['mechanical engineering auto ancillary team management skills preventive maintenance production engineering interpersonal skills production handling mechanical'],5
senior engineer engineer,client of talentouch corporate services private limited,3-7 yrs,Not Disclosed,hyderabadpashamailaram 1,quality control management production planning safety management production supervising manufacturing engineering manpower management engineering drawing production engineering,https://www.naukri.com/job-listings-senior-engineer-engineer-talentouch-hyderabad-3-to-7-years-080325006282,['quality control management production planning safety management production supervising manufacturing engineering manpower management engineering drawing production engineering'],3
react native engineer,signitives,1-4 yrs,Not Disclosed,hyderabad,redux css mechanical engineering production android react native engineering autocad,https://www.naukri.com/job-listings-react-native-engineer-signitives-hyderabad-1-to-4-years-090724502237,['redux css mechanical engineering production android react native engineering autocad'],1
senior production manager,ece industries limited,20-25 yrs,Not Disclosed,sonipat,production planning control transformers 220kv electrical installation production management production engineering rtcc and m box control panel wiring planning,https://www.naukri.com/job-listings-senior-production-manager-ece-industries-limited-sonipat-20-to-25-years-100325006043,['production planning control transformers 220kv electrical installation production management production engineering rtcc and m box control panel wiring planning'],20
engineer  vocational centre,amada india pvt ltd,2-4 yrs,Not Disclosed,bengaluru,new projects project management mechanical engineering production engineering autocad new product development budgeting,https://www.naukri.com/job-listings-engineer-vocational-centre-amada-india-pvt-ltd-bengaluru-2-to-4-years-100225503188,['new projects project management mechanical engineering production engineering autocad new product development budgeting'],2
senior engineer backend,arbolus technologies,2-4 yrs,Not Disclosed,gurugram,c postgresql rest api design software engineering engineering sql database software api,https://www.naukri.com/job-listings-senior-engineer-backend-arbolus-technologies-gurugram-2-to-4-years-100225502228,['c postgresql rest api design software engineering engineering sql database software api'],2
angular full stack engineer,algoleap technologies,7-11 yrs,Not Disclosed,hyderabad,css c java html engineering sql cs full stack,https://www.naukri.com/job-listings-angular-full-stack-engineer-algoleap-hyderabad-7-to-11-years-100225502711,['css c java html engineering sql cs full stack'],7
